gene,TCGA.A4.7287,TCGA.A4.7583,TCGA.A4.7584,TCGA.A4.7734,TCGA.A4.7828,TCGA.A4.7915,TCGA.A4.7996,TCGA.A4.7997,TCGA.A4.8098,TCGA.A4.8311,TCGA.A4.8312,TCGA.A4.8515,TCGA.A4.8517,TCGA.A4.8518,TCGA.A4.8630,TCGA.A4.A48D,TCGA.A4.A4ZT,TCGA.A4.A5DU,TCGA.A4.A5XZ,TCGA.A4.A5Y0,TCGA.A4.A6HP,TCGA.A4.A772,TCGA.AL.3468,TCGA.AL.3471,TCGA.AL.3473,TCGA.AT.A5NU,TCGA.B1.7332,TCGA.B1.A47N,TCGA.B1.A47O,TCGA.B1.A654,TCGA.B1.A655,TCGA.B1.A656,TCGA.B1.A657,TCGA.B3.3926,TCGA.B3.4103,TCGA.B3.4104,TCGA.B3.8121,TCGA.B3.A6W5,TCGA.B9.4113,TCGA.B9.4115,TCGA.B9.7268,TCGA.B9.A5W7,TCGA.B9.A5W8,TCGA.B9.A5W9,TCGA.BQ.5876,TCGA.BQ.5881,TCGA.BQ.5883,TCGA.BQ.5884,TCGA.BQ.5888,TCGA.BQ.5892,TCGA.BQ.7045,TCGA.BQ.7046,TCGA.BQ.7049,TCGA.BQ.7050,TCGA.BQ.7051,TCGA.BQ.7055,TCGA.BQ.7059,TCGA.BQ.7060,TCGA.BQ.7061,TCGA.BQ.7062,TCGA.DW.5560,TCGA.DW.5561,TCGA.DW.7834,TCGA.DW.7836,TCGA.DW.7837,TCGA.DW.7838,TCGA.DW.7839,TCGA.DW.7840,TCGA.DW.7841,TCGA.DW.7842,TCGA.DW.7963,TCGA.DZ.6132,TCGA.DZ.6133,TCGA.DZ.6134,TCGA.DZ.6135,TCGA.EV.5901,TCGA.EV.5902,TCGA.EV.5903,TCGA.F9.A7VF,TCGA.G7.6790,TCGA.G7.6792,TCGA.G7.6795,TCGA.G7.6796,TCGA.G7.7502,TCGA.G7.A4TM,TCGA.GL.7773,TCGA.GL.8500,TCGA.GL.A4EM,TCGA.GL.A59T,TCGA.HE.7128,TCGA.HE.7129,TCGA.HE.A5NF,TCGA.HE.A5NH,TCGA.HE.A5NI,TCGA.HE.A5NL,TCGA.IA.A40X,TCGA.IA.A83V,TCGA.IA.A83W,TCGA.IZ.8195,TCGA.IZ.8196,TCGA.IZ.A6M8,TCGA.IZ.A6M9,TCGA.J7.6720,TCGA.KV.A6GD,TCGA.KV.A6GE,TCGA.KV.A74V,TCGA.MH.A55W,TCGA.MH.A55Z,TCGA.MH.A560,TCGA.MH.A561,TCGA.MH.A562,TCGA.MH.A854,TCGA.MH.A855,TCGA.MH.A856,TCGA.MH.A857,TCGA.O9.A75Z,TCGA.P4.A5E7,TCGA.P4.A5EB,TCGA.P4.A5ED,TCGA.PJ.A5Z8,TCGA.PJ.A5Z9,TCGA.SX.A71R,TCGA.SX.A71S,TCGA.SX.A71U,TCGA.SX.A71V,TCGA.SX.A71W,TCGA.SX.A7SL,TCGA.SX.A7SN,TCGA.SX.A7SO,TCGA.SX.A7SP,TCGA.V9.A7HT,TCGA.Y8.A898
B4GALNT2,2.185,7.498,3.517,8.445,4.647,0,6.495,3.088,1.987,6.476,2.394,6.73,5.838,0,5.977,2.101,7.807,6.423,5.732,2.014,7.117,6.777,6.87,6.384,1.231,5.41,7.33,6.443,4.303,7.556,0,0,6.108,9.515,7.084,0,6.138,6.952,6.83,6.484,8.159,7.374,3.98,3.561,1.473,1.952,1.688,0.301,5.933,6.103,3.904,5.055,0.827,5.006,5.998,8.434,4.405,0,0.344,6.224,7.593,6.094,8.564,7.94,8.083,6.376,8.891,7.027,7.848,7.8,0,3.21,5.891,7.399,6.186,6.435,6.68,5.279,4.752,5.807,4.021,4.14,5.485,7.658,6.222,4.858,5.779,0.73,5.58,4.985,7.22,4.488,6.647,4.473,5.148,8.447,3.794,3.997,2.188,9.638,1.008,7.624,8.446,6.992,5.759,5.288,7.03,6.712,0,6.556,7.863,5.073,5.879,5.456,2.157,8.017,4.722,4.739,0,2.566,4.814,6.512,9.681,4.852,4.563,6.255,4.583,5.639,1.462,4.878,6.154,6.243
BCHE,2.717,7.163,8.474,8.43,0,5.77,9.53,11.321,8.63,9.376,3.32,11.204,7.491,10.683,10.911,8.592,9.346,7.588,10.181,9.793,8.355,8.407,8.25,8.986,0,9.672,10.759,3.887,7.188,7.105,6.696,0.994,8.824,1.465,9.736,2.249,9.828,9.876,7.311,9.012,9.55,7.735,6.045,10.153,1.473,8.94,6.622,3.708,4.565,2.406,10.286,9.906,6.582,7.701,10.138,1.717,7.755,9.146,1.53,9.119,5.725,5.856,7.542,8.933,7.206,9.499,8.708,9.54,5.148,6.835,9.181,8.404,9.57,8.807,5.823,5.35,8.61,9.182,9.24,9.211,10.116,7.866,5.742,8.939,8.048,8.366,8.524,9.442,10.556,9.207,10.853,10.419,9.133,8.372,8.076,5.769,8.037,4.861,8.876,7.75,8.743,7.681,9.36,8.218,7.714,9.446,9.927,6.735,1.544,8.129,7.939,8.014,7.944,8.239,5.35,6.446,9.636,9.485,1.401,8.179,8.543,7.031,4.009,9.531,10.165,8.454,7.909,9.289,7.779,9.635,9.88,9.202
BHMT,0,8.726,10.29,7.395,10.236,2.926,6.135,11.297,9.338,7.667,7.085,12.493,9.492,12.69,9.352,12.563,12.355,9.902,12.16,6.063,9.903,12.031,6.181,9.919,10.993,7.13,9.94,8.028,6.721,5.742,10.979,12.772,9.997,12.229,11.837,9.697,9.375,13.57,11.309,9.606,8.191,11.186,11.132,8.367,10.638,10.279,3.599,9.94,11.374,10.535,10.921,10.443,9.13,13.89,4.674,3.636,11.93,12.951,12.191,9.891,7.987,5.368,10.209,6.59,12.053,12.075,5.031,11.142,7.224,8.61,12.396,8.364,10.941,7.654,10.708,7.336,10.563,9.347,5.585,13.207,9.674,7.428,7.686,11.47,8.338,10.884,12.503,7.429,11.131,11.605,12.296,9.255,9.254,11.076,11.672,8.447,9.612,10.035,6.253,6.769,10.418,5.684,9.12,12.659,11.732,14.001,9.06,9.264,8.62,5.552,8.068,9.938,5.296,10.654,2.29,8.624,10.479,9.936,3.577,10.859,8.98,7.422,6.603,10.235,12.186,10.18,10.778,9.009,14.08,8.242,11.3,11.102
BIRC7,0,3.072,2.735,6.327,1.607,1.735,6.238,5.907,2.445,4.61,0,1.716,5.194,2.534,1.968,5.864,5.291,5.141,7.366,5.573,7.055,6.293,2.712,2.481,8.386,2.8,6.584,5.632,7.489,5.218,4.381,8.43,7.141,0,4.461,0,4.905,1.837,6.648,6.239,3.936,3.017,6.304,1.399,0,8.426,3.481,5.181,4.907,3.905,4.112,7.128,9.603,12.262,0.841,7.181,9.859,5.718,3.267,7.636,4.496,2.112,7.265,3.284,5.235,7.219,0.394,6.319,4.512,1.327,3.382,7.437,2.598,6.07,9.432,5.656,2.022,4.168,4.714,3.692,4.652,5.758,5.049,6.68,2.769,8.92,1.411,5.898,6.557,8.876,2.616,7.038,3.857,4.237,7.073,5.451,7.794,12.061,4.037,3.993,7.139,8.079,3.179,9.045,7.139,5.865,3.562,4.068,1.188,6.961,6.355,3.948,9.051,7.689,0.899,6.006,3.303,4.495,8.318,6.989,5.216,6.87,5.189,4.229,6.997,3.982,1.187,6.394,8.199,8.318,8.944,8.472
C10orf107,1.598,7.665,3.768,7.082,6.319,1.894,4.97,2.126,7.862,5.217,3.879,4.622,2.097,0,4.271,1.212,7.158,5.389,7.047,2.923,7.372,5.643,6.205,7.49,3.072,4.379,6.723,7.345,5.58,8.751,5.86,3.846,2.386,6.997,2.047,0.701,6.033,7.836,7.09,7.473,4.616,5.59,5.503,7.265,2.662,1.284,3.259,0,4.358,1.053,0,2.111,3.565,6.36,1.254,1.717,3.397,0.943,3.591,4.527,5.93,8.242,7.47,6.386,4.907,2.76,8.373,6.261,8.015,5.494,0,6.367,2.848,2.915,3.654,4.829,5.068,4.584,7.149,0,7.189,6.585,5.408,6.609,5.673,6.431,7.896,1.213,7.15,3.542,5.076,4.786,5.604,6.857,4.712,2.51,4.816,5.008,4.088,6.214,0.59,6.67,7.223,6.758,6.634,1.628,7.119,7.28,0.713,6.971,8.106,8.266,5.016,5.53,0.518,7.059,2.21,5.098,1.672,6.542,5.754,3.379,6.937,6.748,6.812,7.535,4.084,3.962,5.243,4.717,4.751,4.855
C10orf99,12.505,7.271,3.622,1.215,6.077,9.121,0.748,2.743,7.931,2.885,0,0,4.37,1.61,0.502,2.487,0,4.057,0,6.684,3.363,3.422,0,0,3.517,2.75,4.21,1.57,4.898,0,0.431,5.463,2.177,0,2.566,12.013,2.692,6.637,1.7,0.423,4.106,6.238,4.439,1.98,0,2.407,0.398,2.087,0,5.055,3.521,5.48,2.164,0.525,1.754,2.479,2.661,1.343,1.388,3.571,4.579,5.263,1.651,2.062,7.338,0.868,2.049,4.188,6.997,2.616,4.192,0.398,1.383,0.607,4.307,3.739,2.117,0.772,1.634,4.16,2.632,5.005,0.663,2.092,2.286,0,1.803,1.573,4.625,0.512,0,2.808,0,5.198,1.816,1.526,0,3.282,0,0,0.59,3.57,4.061,2.003,6.733,5.035,1.805,4.872,5.756,1.81,4.008,8.643,3.128,5.554,1.846,0.494,2.079,3.486,0,1.401,0,4.004,1.092,4.341,2.784,0.427,3.217,5.287,1.861,3.596,3.622,1.924
C12orf36,5.019,5.652,3.57,5.307,7.751,10.498,1.491,6.38,6.384,3.354,0,3.343,6.174,3.092,3.563,3.352,1.479,2.003,3.346,0,4.217,6.208,0,0,9.281,4.024,4.694,0,4.012,2.021,0,2.16,0,3.007,4.205,0,0.629,1.505,0.459,0,2.063,5.76,1.75,2.202,0,3.465,0.398,1.392,4.932,9.633,1.114,2.636,8.254,0.909,4.021,0,4.774,0.387,0,4.092,0,2.112,3.959,2.714,3.02,5.945,0.394,3.304,6.326,8.15,4.421,0.965,1.103,3.761,8.654,7.063,6.925,8.178,0,3.366,8.435,0.62,1.116,5.504,6.022,1.858,0,1.213,0,2.886,0.315,1.837,5.717,4.473,6.452,0.956,4.394,8.777,0,0.929,2.011,4.41,5.382,1.587,3.015,1.628,5.645,0,1.544,1.417,0,6.526,0.493,8.73,0,6.446,4.403,2.817,4.121,0.728,0,4.48,2.255,6.903,0.93,5.527,4.862,7.56,0.909,2.759,2.254,4.15
C1QL4,1.334,7.358,0.521,2.927,2.025,0.473,4.981,2.209,2.793,4.115,2.394,1.875,6.077,0,4.071,0.729,3.623,4.423,2.622,2.923,4.361,2.463,5.505,7.702,2.75,8.676,5.361,4.933,4.193,7.848,0.431,7.137,0.435,2.31,6.949,0,4.25,4.927,2.727,0,9.851,7.73,0,7.337,1.127,1.952,1.372,1.627,1.039,0.78,2.168,0.56,3.363,3.824,0.481,1.1,0.642,0,5.266,4.092,9.193,8.41,4.952,5.739,3.928,0.498,5.386,2.861,2.909,5.004,0,1.371,4.391,2.221,3.324,2.075,10.681,1.797,5.144,0.905,1.08,3.089,1.46,5.836,2.167,5.96,7.179,1.862,1.635,1.188,3.362,0,2.313,5.108,0.88,11.752,1.948,4.105,6.422,5.965,0.59,5.288,2.606,2.003,4.853,2.863,6.618,2.687,0,1.417,2.815,10.76,7.601,5.71,1.2,2.989,4.534,2.367,1.066,0.409,7.743,9.087,7.964,5.21,2.343,4.342,7.489,7.956,4.726,2.443,2.735,4.15
C1orf130,5.814,3.95,2.637,8.544,8.083,1.114,6.217,8.486,5.459,5.601,9.318,0.817,3.866,4.827,2.479,3.153,3.756,2.205,5.382,5.511,6.729,5.027,2.712,5.492,3.677,5.154,5.543,8.458,5.976,7.725,1.627,5.572,5.601,0.526,7.036,1.525,3.874,3.632,6.858,7.39,4.52,4.431,3.466,5.455,3.121,4.398,8.988,3.877,10.833,2.589,0,2.636,10.278,4.573,2.125,4.182,8.401,3.798,5.921,6.165,7.732,8.126,6.127,8.169,6.903,6.545,6.489,6.419,5.541,8.882,3.584,6.784,4.055,6.327,9.431,7.332,0.354,6.971,4.317,2.707,8.014,3.953,7.216,7.277,8.202,7.3,1.166,4.841,3.236,7.994,3.362,5.177,7.963,2.12,1.816,8.179,7.17,7.579,2.188,7.682,1.331,3.892,6.857,5.676,3.696,4.369,2.936,6.367,0.713,8.472,6.695,4.746,9.429,7.393,5.794,8.28,5.578,2.367,9.925,6.409,7.716,4.899,7.81,5.229,5.848,6.69,2.272,5.844,4.144,5.461,4.984,4.889
C1orf95,4.511,1.846,4.301,4.791,4.963,4.046,4.745,2.126,3.155,4.054,4.316,0.466,5.85,1.902,5.56,1.861,2.799,4.748,1.443,5.619,0,2.269,5.361,5.784,1.231,5.084,2.079,1.21,0,3.727,1.258,4.032,1.04,0.526,5.443,2.249,3.762,0.452,0.807,1.015,7.248,5.348,0.67,7.284,9.865,3.152,3.636,9.617,1.039,5.189,1.114,1.753,5.224,9.754,1.667,9.226,2.95,2.321,7.448,5.339,6.886,3.958,3.494,5.416,3.364,1.614,1.361,2.861,1.543,4.525,1.362,4.021,2.225,3.645,5.041,3.867,6.089,3.986,1.265,3.325,4.87,1.881,2.773,1.977,1.893,6.667,0.871,6.697,1.038,1.994,1.563,3.124,4.143,2.12,1.423,10.381,4.578,4.98,8.415,3.192,1.818,0.58,1.826,3.811,0,0.877,3.084,0.626,5.574,2.684,0,3.875,8.065,4.758,9.412,2.561,2.817,0.812,2.693,2.718,3.927,6.79,7.618,4.511,2.58,0,1.829,4.369,11.127,1.473,1.937,0.764
C20orf54,8.614,1.312,3.517,5.648,7.99,8.346,5.46,7.7,4.765,6.748,10.964,3.803,4.196,7.772,1.414,4.374,3.552,3.141,3.425,0.591,2.878,6.726,2.712,4.687,4.922,6.421,5.94,6.016,5.21,1.604,1.031,4.31,6.998,8.142,5.428,7.293,3.019,6.93,6.136,3.613,7.583,2.952,4.905,1.567,1.752,4.398,11.043,1.111,8.145,3.64,5.019,7.038,7.291,1.675,3.985,7.264,4.567,1.656,2.549,8.218,3.184,4.3,8.286,3.691,5.586,6.126,1.528,6.271,4.606,1.491,3.762,4.23,6.255,7.664,4.96,7.932,2.207,8.597,4.675,6.962,1.99,5.946,3.525,3.596,5.052,6.837,0.501,3.258,5.716,6.956,1.152,5.456,2.062,7.665,4.927,0.555,4.442,6.974,1.474,2.058,2.92,8.068,5.778,4.836,8.231,4.959,3.997,3.106,2.452,5.139,2.685,4.972,1.945,5.117,11.761,7.98,6.681,4.011,8.43,5.213,6.091,3.543,3.03,4.997,4.949,1.249,1.829,5.31,2.174,5.774,3.566,6.605
C2CD4A,9.159,5.587,2.993,7.555,9.134,10.037,6.098,3.131,5.711,2.885,10.997,4.379,3.77,4.232,3.283,7.022,2.67,1.488,0,5.938,5.272,4.794,4.417,0,2.515,2.698,5.47,3.604,8.899,4.612,8.927,6.894,2.943,2.926,5.166,2.249,3.819,3.349,3.021,4.673,2.268,5.491,4.181,4.693,9.767,6.602,11.909,5.115,10.449,2.672,7.96,3.102,8.087,1.861,6.563,4.088,4.55,2.838,6.931,3.108,2.676,3.611,5.467,6.566,5.213,9.578,0.957,4.815,4.218,4.233,5.491,4.076,3.022,4.016,3.562,7.687,3.871,5.802,2.563,6.381,5.634,1.384,4.859,4.363,7.64,9.124,2.364,7.143,4.979,4.708,4.077,4.113,6.13,3.731,4.085,2.829,7.351,5.24,4.443,4.533,5.165,5.725,4.919,5.745,0.529,2.686,1.805,2.912,2.069,5.346,1.491,6.465,3.43,4.333,9.806,6.362,7.699,5.933,7.128,6.831,1.842,4.772,6.84,4.446,2.467,5.579,5.837,5.239,1.212,4.616,4.09,5.847
C2orf40,5.286,0.455,1.205,7.5,5.84,3.787,5.561,2.362,1.987,3.708,5.296,3.497,1.741,3.808,6.308,2.487,8.01,1.14,3.64,3.187,6.343,3.052,1.16,7.453,3.715,9.267,5.171,4.325,4.933,6.657,3.17,4.479,3.441,10.084,4.752,3.757,5.147,8.817,5.921,5.489,2.36,3.353,1.75,1.567,4.625,4.706,7.265,4.973,0.611,6.552,2.5,2.261,5.993,3.992,0.841,4.227,4.584,2.027,5.59,4.492,0.743,0.873,5.38,6.875,5.882,3.601,9.354,5.553,1.88,4.448,2.864,5.649,6.721,7.61,2.203,3.57,1.56,7.815,4.266,4.251,6.63,2.077,2.171,7.393,4.754,8.552,3.609,5.674,5.716,3.375,8.424,3.498,8.442,5.614,1.423,5.216,6.954,5.5,2.188,8.292,2.472,5.193,4.919,8.11,4.044,3.57,11.175,0,4.24,4.307,3.145,9.213,6.159,3.729,6.89,5.158,8.01,2.257,0,5.512,5.609,0.702,3.75,2.718,5.415,5.318,1.543,3.106,3.353,3.095,4.533,5.248
C2,9.005,6.165,9.701,7.351,11.225,8.668,8.121,9.74,9.429,6.927,5.863,5.804,7.819,9.777,5.783,10.54,7.504,6.788,9.761,5.208,9.472,11.062,5.689,1.503,12.023,5.668,9.088,6.377,9.224,6.874,11.033,10.95,9.112,9.25,8.706,8.467,10.514,8.39,8.607,8.248,5.809,6.742,11.121,5.104,5.954,10.19,7.483,13.154,10.883,9.278,9.791,9.959,10.316,12.89,5.426,6.643,12.088,11.286,6.509,9.435,6.533,6.415,8.914,5.629,8.91,10.083,1.936,9.403,7.84,5.587,11.535,11.532,6.391,10.491,10.868,9.433,2.715,8.016,6.208,7.562,11.277,6.31,8.768,8.744,7.033,9.191,5.381,11.4,8.775,11.286,6.143,11.044,6.275,8.112,8.912,10.769,11.769,9.648,7.012,5.728,10.405,7.519,8.53,11.3,7.754,6.745,5.898,7.944,6.194,8.367,6.279,9.444,12.307,8.029,5.689,7.193,7.095,8.16,10.2,11.082,5.665,6.347,6.552,9.005,9.543,6.405,1.543,8.454,11.591,10.656,10.664,9.562
C6,5.377,0,12.267,11.176,3.675,1.894,10.947,7.052,0,9.416,1.532,12.306,11.521,6.074,9.011,6.09,9.128,9.909,10.668,3.339,10.987,10.69,9.235,7.49,6.361,7.259,9.409,10.023,6.711,10.226,1.258,9.974,8.769,0,8.636,2.249,10.024,6.169,9.095,9.601,10.122,11.647,2.518,9.374,10.157,5.617,2.604,8.744,1.636,8.633,5.167,6.757,5.194,4.178,9.366,3.701,10.737,8.576,8.787,9.811,8.333,11.297,10.678,9.27,11.921,6.625,8.258,10.414,12.203,10.372,8.643,4.651,10.583,11.296,9.908,7.684,3.462,8.689,6.601,10.091,11.043,7.162,5.447,6.524,10.184,6.933,0.501,3.044,8.057,8.442,10.485,7.835,11.039,6.423,10.306,7.682,9.41,9.181,4.992,9.249,10.171,10.81,8.928,9.004,8.281,11.095,6.724,10.306,2.273,9.649,11.35,5.494,8.96,0.821,0.899,9.658,3.18,5.831,1.901,3.564,8.967,10.072,9.213,9.93,8.754,10.562,4.764,9.338,6.472,6.362,5.274,9.256
C7,12.201,4.113,8.714,12.437,9.724,11.281,7.342,8.882,6.358,9.242,8.754,5.917,6.164,9.998,4.239,8.83,9.137,5.528,7.639,5.247,6.36,9.659,4.458,7.025,5.761,11.394,10.258,12.601,6.701,11.422,8.448,9.995,10.495,0.911,11.406,10.661,6.033,3.241,8.689,7.671,2.679,5.769,4.439,9.244,11.063,10.988,12.956,11.303,7.72,9.963,10.704,9.354,11.924,7.271,3.772,7.755,8.747,10.091,10.659,12.748,8.22,9.978,12.303,9.873,10.395,10.546,3.583,9.307,9.857,8.322,5.923,11.714,8.947,13.048,10.603,14.155,3.815,13.953,1.928,9.072,9.302,8.907,11.797,11.246,11.27,8.872,3.793,11.615,7.283,9.998,1.563,10.077,4.143,6.222,9.159,1.933,12.025,10.072,5.928,10.81,8.783,7.406,12.112,11.389,8.252,7.554,2.77,4.4,9.025,11.056,7.011,9.382,3.768,7.662,10.933,11.189,11.059,4.894,7.596,11.132,9.434,3.759,11.264,7.417,7.758,9.214,3.971,5.421,7.261,8.603,3.828,11.65
C9orf71,2.634,9.128,12.522,12.959,5.384,9.877,12.455,12.541,8.877,10.248,3.617,13.023,10.34,12.612,11.641,12.158,10.902,8.531,11.207,10.323,9.411,10.079,9.111,11.492,5.026,11.078,13.126,7.089,7.903,9.025,8.788,7.15,8.144,4.859,10.803,0,8.614,9.168,9.758,10.181,10.288,9.309,9.492,9.687,10.162,9.926,2.994,3.764,3.389,6.773,8.44,9.211,10.759,9.036,12.94,3.468,11.617,10.012,8.967,10.324,7.412,10.191,10.15,10.991,10.642,10.146,13.555,11.188,9.164,12.975,8.717,10.382,11.331,9.068,11.979,11.683,8.851,12.092,6.692,11.055,13.63,7.895,9.482,11.097,11.481,12.04,8.996,11.145,10.789,9.662,13.734,9.969,13.254,6.546,8.364,7.307,10.535,11.358,12.754,12.824,10.023,7.468,9.878,9.987,8.634,9.965,9.776,8.288,4.366,11.678,7.16,9.49,8.739,9.155,0.875,11.436,7.445,10.501,7.646,7.629,9.262,8.535,10.683,9.667,10.916,10.928,7.903,10.595,9.849,10.032,9.715,9.448
CA9,11.175,1.426,2.432,1.511,13.397,5.253,8.344,9.29,8.947,6.27,0,4.599,3.197,6.375,4.55,1.821,3.662,5.576,5.82,9.942,6.874,7.264,5.85,1.58,12.585,1.926,4.154,3.821,11.968,4.197,0,5.037,4.261,2.819,5.146,10.149,10.213,6.668,2.785,7.702,3.694,6.399,2.997,3.134,1.473,4.531,1.119,0.55,2.551,13.492,9.035,7.425,7.718,2.542,7.535,1.717,5.697,1.539,7.773,2.972,4.648,3.938,1.946,3.461,3.101,8.253,2.664,4.143,5.05,4.142,5.137,3.796,4.538,4.871,2.847,0.8,9.779,2.045,9.099,7.879,4.357,6.092,1.116,3.166,3.109,9.483,4.085,2.648,7.641,2.789,9.016,3.974,6.889,8.323,4.806,2.724,7.024,6.42,5.979,1.892,5.282,4.573,5.632,5.466,4.518,4.602,5.501,4.701,1.83,0.727,6.948,7.15,4.335,10.442,0,1.787,8.325,8.156,8.916,0.728,5.669,7.686,1.092,7.998,4.733,8.488,8.082,3.589,2.543,4.902,8.578,7.41
CACNA2D1,3.187,0.455,0,7.327,5.801,8.274,5.693,7.606,2.157,4.115,5.909,1.539,5.334,6.752,4.578,3.527,7.776,2.539,7.325,5.304,0,3.755,4.965,4.273,3.921,2.896,4.502,0,0.783,0.595,7.261,2.312,4.535,8.3,6.341,4.002,7.454,5.743,2.882,0,0.398,6.33,1.126,5.117,3.305,3.722,8.723,7.066,0,6.563,3.787,0.962,6.628,6.936,2.189,3.422,3.909,1.913,8.833,3.636,0.743,5.397,3.494,2.954,4.293,6.506,2.864,3.965,3.294,7.555,1.362,7.6,8.209,8.121,5.836,7.786,6.327,4.706,0,5.706,6.936,0,3.102,5.441,5.242,6.058,6.241,5.028,2.971,7.873,1.784,7.319,6.21,5.512,1.423,5.338,4.238,5.755,6.33,8.475,1.008,0,5.721,3.396,1.685,3.715,6.306,0,0.713,0.876,1.772,1.333,6.012,2.834,6.574,5.571,6.953,7.05,2.271,5.148,2.286,1.172,6.243,6.412,6.666,3.457,3.402,2.995,3.869,3.926,7.96,2.376
CADM3,8.282,1.312,3.286,9.346,6.414,7.911,7.927,11.624,11.369,7.661,2.635,1.1,2.215,6.743,6.357,4.625,4.077,7.873,3.174,4.478,8.877,6.793,2.411,4.34,5.809,2.767,2.229,2.485,11.935,6.567,1.454,11.253,3.32,6.193,6.649,2.856,10.382,9.051,4.376,9.849,1.69,1.645,8.922,6.729,5.495,8.698,1.517,2.306,3.584,4.432,10.785,9.752,13.429,6.868,2.031,2.776,12.243,5.451,8.103,6.045,1.595,1.622,3.6,6.899,2.232,10.181,7.646,4.178,4.726,3.64,7.874,11.809,2.061,5.749,11.509,12.226,10.343,10.596,9.626,6.277,6.758,1.818,6.446,11.146,5.306,10.52,0.501,7.744,10.684,7.657,5.128,5.308,7.782,6.795,6.072,1.744,6.831,13.386,10.42,7.011,6.879,5.587,4.912,11.203,4.244,1.974,1.805,1.062,3.005,5.051,3.895,7.157,3.409,11.175,1.448,11.852,8.657,2.817,12.841,10.671,6.021,6.017,2.357,8.421,4.563,7.347,3.217,7.401,0.525,8.944,12.086,5.734
CAMK2B,2.015,9.517,8.747,8.401,2.196,1.735,9.099,3.854,8.008,9.063,1.94,7.829,9.581,4.56,9.384,8.893,6.563,5.389,4.092,4.51,6.604,5.145,9.333,9.179,3.336,9.466,8.628,9.99,6.474,10.573,3.378,8.111,4.373,5.807,8.774,3.461,7.454,6.109,7.459,7.712,10.322,9.624,5.015,9.103,2.363,8.038,2.527,9.028,2.765,6.461,4.012,3.928,6.369,7.862,3.686,1.441,4.244,7.285,5.996,8.814,4.873,11.011,9.812,9.066,8.48,7.107,9.363,5.855,10.367,9.707,4.311,3.742,7.008,8.645,8.45,7.238,9.203,7.454,9.174,6.34,8.718,8.093,7.475,6.56,8.096,8.444,10.462,8.148,3.769,7.764,8.197,6.746,8.094,8.219,7.869,8.729,4.064,8.477,9.374,9.305,4.848,9.797,4.024,6.503,9.222,7.903,6.543,6.038,9.868,8.938,8.171,9.2,7.929,8.137,4.292,6.562,9.37,5.066,2.81,5.448,7.756,12.622,8.972,5.528,6.771,9.232,9.536,8.86,5.276,5.062,5.067,7.577
CAPN6,3.187,2.939,12.393,7.613,7.067,3.66,11.209,12.351,7.471,8.567,3.68,10.071,8.428,11.295,9.478,4.463,7.892,5.066,10.914,11.708,8.398,8.758,0,8.616,9.647,5.549,11.725,10.32,8.65,4.027,5.498,3.688,5.107,6.894,7.275,1.525,8.774,8.007,5.179,9.256,6.02,7.764,8.224,11.504,9.949,6.126,3.396,1.392,8.936,12.318,8,9.037,11.227,6.117,12.412,5.142,11.063,4.211,5.383,9.088,2.127,6.013,8.19,7.023,10.887,10.645,11.294,9.852,11.752,7.969,9.441,9.513,8.883,9.617,13.158,6.163,6.756,6.684,5.835,11.777,13.69,8.176,11.879,8.166,9.515,9.147,2.676,9.786,10.429,9.438,1.883,7.819,11.653,10.272,8.342,7.916,10.44,11.774,6.556,4.882,1.331,2.893,7.758,8.001,6.22,9.235,5.804,7.109,3.005,8.311,8.622,9.345,7.725,8.939,5.467,6.243,3.666,13.028,10.594,5.75,7.361,6.981,2.736,11.78,3.623,8.92,8.857,6.292,0.909,9.653,10.245,6.835
CASR,0,9.062,0.903,6.129,7.588,1.114,2.209,3.569,6.483,4.524,5.565,4.553,1.741,1.902,5.264,2.101,7.532,7.16,6.772,3.477,3.724,7.894,2.233,0,1.886,4.427,4.995,5.336,7.054,2.609,0,4.742,4.397,11.048,5.287,1.171,3.703,8.516,3.614,2.139,2.679,7.169,7.234,6.011,3.019,3.798,2.359,1.732,10.642,2.196,3.366,5.229,4.598,2.647,6.397,6.43,4.941,0,7.088,6.43,2.676,1.967,6.407,4.981,6.993,4.129,2.8,3.142,4.463,4.544,4.707,4.477,5.962,8.241,8.719,4.684,5.104,6.24,4.994,6.998,3.729,5.347,5.662,4.955,5.887,2.022,8.35,3.529,5.049,7.603,3.362,5.244,1.758,6.514,7.313,1.744,3.637,4.765,0,2.342,1.008,1.796,6.983,5.946,5.648,7.586,3.084,4.244,0,4.877,1.491,2.97,3.969,6.562,2.01,2.748,9.016,8.879,3.202,7.453,7.088,1.81,4.312,3.411,7.058,2.359,6.229,4.496,4.032,7.868,5.516,5.7
