gene,TCGA.A4.7287,TCGA.A4.7583,TCGA.A4.7584,TCGA.A4.7734,TCGA.A4.7828,TCGA.A4.7915,TCGA.A4.7996,TCGA.A4.7997,TCGA.A4.8098,TCGA.A4.8311,TCGA.A4.8312,TCGA.A4.8515,TCGA.A4.8517,TCGA.A4.8518,TCGA.A4.8630,TCGA.A4.A48D,TCGA.A4.A4ZT,TCGA.A4.A5DU,TCGA.A4.A5XZ,TCGA.A4.A5Y0,TCGA.A4.A6HP,TCGA.A4.A772,TCGA.AL.3468,TCGA.AL.3471,TCGA.AL.3473,TCGA.AT.A5NU,TCGA.B1.7332,TCGA.B1.A47N,TCGA.B1.A47O,TCGA.B1.A654,TCGA.B1.A655,TCGA.B1.A656,TCGA.B1.A657,TCGA.B3.3926,TCGA.B3.4103,TCGA.B3.4104,TCGA.B3.8121,TCGA.B3.A6W5,TCGA.B9.4113,TCGA.B9.4115,TCGA.B9.7268,TCGA.B9.A5W7,TCGA.B9.A5W8,TCGA.B9.A5W9,TCGA.BQ.5876,TCGA.BQ.5881,TCGA.BQ.5883,TCGA.BQ.5884,TCGA.BQ.5888,TCGA.BQ.5892,TCGA.BQ.7045,TCGA.BQ.7046,TCGA.BQ.7049,TCGA.BQ.7050,TCGA.BQ.7051,TCGA.BQ.7055,TCGA.BQ.7059,TCGA.BQ.7060,TCGA.BQ.7061,TCGA.BQ.7062,TCGA.DW.5560,TCGA.DW.5561,TCGA.DW.7834,TCGA.DW.7836,TCGA.DW.7837,TCGA.DW.7838,TCGA.DW.7839,TCGA.DW.7840,TCGA.DW.7841,TCGA.DW.7842,TCGA.DW.7963,TCGA.DZ.6132,TCGA.DZ.6133,TCGA.DZ.6134,TCGA.DZ.6135,TCGA.EV.5901,TCGA.EV.5902,TCGA.EV.5903,TCGA.F9.A7VF,TCGA.G7.6790,TCGA.G7.6792,TCGA.G7.6795,TCGA.G7.6796,TCGA.G7.7502,TCGA.G7.A4TM,TCGA.GL.7773,TCGA.GL.8500,TCGA.GL.A4EM,TCGA.GL.A59T,TCGA.HE.7128,TCGA.HE.7129,TCGA.HE.A5NF,TCGA.HE.A5NH,TCGA.HE.A5NI,TCGA.HE.A5NL,TCGA.IA.A40X,TCGA.IA.A83V,TCGA.IA.A83W,TCGA.IZ.8195,TCGA.IZ.8196,TCGA.IZ.A6M8,TCGA.IZ.A6M9,TCGA.J7.6720,TCGA.KV.A6GD,TCGA.KV.A6GE,TCGA.KV.A74V,TCGA.MH.A55W,TCGA.MH.A55Z,TCGA.MH.A560,TCGA.MH.A561,TCGA.MH.A562,TCGA.MH.A854,TCGA.MH.A855,TCGA.MH.A856,TCGA.MH.A857,TCGA.O9.A75Z,TCGA.P4.A5E7,TCGA.P4.A5EB,TCGA.P4.A5ED,TCGA.PJ.A5Z8,TCGA.PJ.A5Z9,TCGA.SX.A71R,TCGA.SX.A71S,TCGA.SX.A71U,TCGA.SX.A71V,TCGA.SX.A71W,TCGA.SX.A7SL,TCGA.SX.A7SN,TCGA.SX.A7SO,TCGA.SX.A7SP,TCGA.V9.A7HT,TCGA.Y8.A898
SLC7A9,2.015,4.05,5.072,2.233,2.025,0.473,6.65,7.804,8.7,3.451,3.832,7.225,6.901,9.634,5.064,9.8,5.551,6.194,9.216,8.505,6.012,7.611,7.978,6.548,9.86,3.61,6.302,6.674,5.21,3.025,9.809,8.95,5.601,3.637,6.293,0,3.438,6.836,4.844,5.456,4.707,5.825,6.357,2.714,11.133,9.291,0.71,11.254,4.688,9.467,2.168,5.867,0.472,7.984,6.929,0,7.609,7.25,9.036,6.932,3.184,5.68,4.592,1.758,7.367,7.041,0.703,6.639,7.125,1.772,7.542,2.877,7.782,7.553,5.924,1.161,5.399,2.485,4.462,8.354,4.471,5.439,8.804,5.769,5.069,0.523,6.28,10.312,7.051,6.437,3.493,7.555,3.69,6.265,5.962,8.276,6.758,5.615,4.037,1.705,4.372,4.508,5.709,7.772,7.298,9.498,6.409,6.442,9.121,2.118,6.21,4.147,6.964,3.887,1.2,1.787,0.853,10.301,4.166,5.876,6.515,6.441,2.007,6.053,7.609,5.559,4.332,4.721,8.449,5.797,7.798,5.3
SLIT2,5.462,4.791,10.638,10.422,7.663,10.893,6.916,4.918,2.157,9.302,7.74,9.352,9.206,7.538,9.112,7.121,9.641,6.595,3.346,4.573,6.234,8.789,7.724,5.126,1.425,7.988,8.361,6.27,6.897,6.479,1.454,3.236,8.28,3.637,9.882,5.918,8.995,8.054,9.257,7.8,9.674,9.934,2.789,10.108,7.303,4.538,9.609,10.511,2.058,5.803,5.641,6.325,8.553,8.643,4.263,13.04,7.586,10.103,5.214,8.773,6.844,7.803,8.951,8.479,8.823,8.095,5.643,7.227,7.771,10.74,5.087,6.922,10.355,8.916,8.6,10.14,8.121,9.87,3.339,9.235,8.581,6.007,4.067,8.531,8.515,9.154,3.994,5.454,6.465,8.47,10.204,6.723,8.111,5.06,9.089,4.437,7.395,7.42,6.528,11.017,6.102,5.995,8.489,5.588,5.515,7.43,3.456,5.458,4.03,8.239,4.428,4.477,6.134,6.334,6.252,9.292,7.969,2.737,1.066,4.276,6.897,7.633,9.842,8.714,6.735,8.141,7.593,8.702,9.889,7.607,6.035,6.656
SLITRK2,2.717,3.36,3.9,2.876,6.754,10.545,2.06,2.901,8.714,5.622,9.467,2.748,2.918,2.534,7.799,5.242,3.129,1.488,0,5.34,4.014,6.977,0.693,2.223,2.127,2.404,4.668,3.151,5.685,7.121,0.762,6.438,0.769,0.526,4.339,0.701,6.902,1.305,6.268,8.606,0,7.803,0.67,7.533,0.671,5.552,7.067,4.497,2.23,3.092,1.735,0,6.511,8.807,0,2.323,4.062,0.387,5.808,2.346,5.116,3.342,7.949,4.268,3.875,6.02,2.155,2.637,0,6.125,1.362,1.182,1.25,6.109,4.595,1.987,1.258,5.356,2.563,2.943,9.592,1.384,5.305,6.609,2.499,3.409,0.871,5.991,1.038,0,0,1.837,4.007,0,3.674,7.341,7.969,4.301,5.12,5.049,0.59,5.507,0.51,2.325,2.554,0,0.873,1.895,6.062,6.066,0,3.54,8.123,4.913,8.393,1.605,2.732,7.274,5.056,2.718,6.209,2.251,5.497,8.045,2.784,3.502,0,6.196,7.79,3.428,4.277,7.136
SLPI,11.944,5.207,11.313,14.535,16.607,16.799,11.738,12.9,7.138,10.908,7.196,9.564,12.289,9.629,10.387,11.297,8.098,8.716,8.505,8.596,13.907,12.117,5.505,7.818,8.021,11.22,7.395,12.589,13.044,11.229,3.682,9.136,8.505,5.195,9.857,7.304,8.031,6.998,11.463,14.88,10.776,9.793,9.268,6.724,3.683,12.377,8.988,3.19,12.742,5.572,12.656,10.549,14.389,4.883,9.164,7.72,13.626,10.998,4.951,13.049,3.639,10.25,13.621,11.753,10.463,12.459,13.632,11.446,11.35,14.135,12.289,9.862,6.055,12.35,12.898,13.445,8.147,15.114,7.33,7.024,14.577,7.363,5.485,10.266,13.064,12.226,3.398,7.434,8.172,10.584,10.606,6.257,14.201,9.31,11.878,2.73,12.709,13.913,8.379,11.893,12.972,14.768,11.816,9.575,10.512,6.396,10.255,10.745,10.48,11.301,12.909,13.995,5.966,13.992,5.118,14.613,12.986,6.477,17.328,7.044,6.641,12.81,12.862,11.075,5.011,11.554,12.27,13.984,3.993,10.212,8.663,12.901
SMOC1,5.985,1.078,1.852,8.008,3.423,3.569,5.041,0.332,2.157,1.646,1.75,4.088,1.93,2.352,4.332,1.572,2.67,0.68,2.15,0,3.292,1.778,2.233,6.124,2.821,3.398,3.417,4.544,3.946,8.003,1.031,3.158,1.793,2.433,2.453,5.094,2.565,1.979,2.128,3.142,1.184,1.8,1.984,4.675,4.184,2.59,2.359,3.708,2.873,4.492,1.114,0,8.907,4.213,2.95,13.241,2.661,1.157,6.307,3.062,1.886,2.935,4.737,5.245,3.439,3.741,11.114,3.58,1.721,6.042,2.514,3.107,1.91,3.944,7.572,5.591,4.275,6.306,5.28,1.114,6.905,2.543,4.498,5.661,4.294,8.782,0,4.968,2.971,2.886,3.876,0,5.862,1.081,0.88,4.586,5.694,7.404,2.522,7.948,2.472,3.509,4.133,5.026,1.685,4.682,3.562,2.092,2.069,7.05,2.208,8.291,2.986,7.188,3.452,5.482,6.006,1.531,4.852,2.98,1.197,6.58,8.093,4.774,5.692,3.85,0.712,6.998,2.174,4.159,5.787,2.167
SNORD116-4,2.959,7.284,5.451,7.318,5.355,6.934,6.988,6.712,7.794,7.159,5.377,4.751,6.461,5.958,7.035,3.712,5.05,5.493,5.438,4.878,0.501,4.075,5.987,4.87,1.401,5.757,5.548,1.21,2.814,1.33,5.234,0,5.739,0,6.663,6.103,7.478,4.801,3.175,1.015,6.664,5.723,1.141,6.69,7.212,0,5.533,6.207,3.034,6.388,3.528,5.936,7.405,6.929,7.317,7.035,5.747,6.312,6.186,7.167,5.296,6.955,4.097,3.057,3.911,6.558,7.235,3.869,6.708,7.436,1.362,6.177,7.022,6.34,7.329,7.189,7.325,5.936,0,4.759,6.839,1.052,0,5.021,6.29,6.998,4.907,4.168,0,6.754,5.735,4.459,6.073,4.116,4.333,4.253,0,6.394,5.405,6.892,1.248,0,0.998,3.136,0,3.212,5.297,0,0,2.245,0,0,2.187,6.44,6.016,6.818,5.032,4.526,0,5.848,2.517,6.502,7.497,6.784,4.876,4.704,5.204,4.319,7.138,4.203,6.319,0
SNURF,5.234,6.664,4.721,7.238,5.919,7.738,7.116,6.662,6.456,2.73,7.6,6.099,5.998,6.712,6.233,4.572,4.856,2.195,7.168,6.804,0,6.811,3.121,0,8.229,4.68,7.604,0,0,3.295,7.299,3.367,5.917,0,5.209,6.117,5.932,7.006,6.496,6.202,6.799,6.198,0.091,5.098,7.776,1.218,7.887,6.82,0,5.933,5.173,5.833,7.013,7.048,6.376,7.817,5.958,5.962,6.276,6.603,0,0,4.826,5.924,5.79,6.133,7.971,3.489,3.79,7.512,3.408,6.266,6.433,6.509,6.582,6.759,6.27,6.065,0,6.54,7.233,0,0,5.79,4.012,7.2,6.776,6.712,5.213,6.037,6.556,5.413,5.461,0,4.2,5.953,5.839,5.548,5.613,7.006,3.986,0,5.633,6.613,0,6.385,6.033,2.016,4.959,6.31,0,3.676,6.522,2.389,8.751,6.297,5.566,5.534,0,4.8,4.959,0,6.927,5.491,6.613,6.78,5.617,5.222,7.934,5.381,6.245,5.463
SORCS2,4.376,2.234,3.07,3.07,10.517,2.77,4.016,6.718,1.795,0.774,5.364,1.336,4.553,4.123,2.583,6.047,1.993,1.14,1.102,1.333,1.563,2.99,2.842,2.223,7.008,3.582,2.079,2.099,5.558,2.021,2.993,7.331,3.129,2.31,3.607,3.822,3.762,1.681,1.857,1.24,1.184,2.394,4.623,2.394,5.854,4.398,9.562,8.221,2.522,6.757,2.997,2.261,11.022,6.633,1.988,3.171,9.283,4.163,5.915,4.326,1.231,1.622,2.805,3.223,2.427,5.236,1.677,2.961,1.88,2.875,3.146,6.535,1.505,6.204,6.593,4.984,4.557,6.93,1.265,2.77,8.771,1.881,3.963,5.716,3.47,9.857,1.803,6.786,1.635,3.116,1.563,3.603,2.713,1.692,2.125,1.933,7.708,10.042,6.351,2.465,5.224,2.986,3.906,5.718,0.529,1.418,1.413,1.667,5.321,4.276,1.142,3.104,7.406,7.11,8.442,3.433,3.666,4.044,10.497,4.522,0.719,2.251,1.092,3.604,1.894,5.61,3.312,2.06,4.071,2.32,6.399,3.43
SOSTDC1,0,11.161,12.843,12.265,3.786,3.787,11.861,9.681,1.987,14.173,3.25,12.87,11.355,6.597,10.63,4.28,8.522,12.221,10.432,0,10.491,15.084,8.227,9.324,2.235,9.514,7.136,11.596,6.681,11.812,1.454,9.79,11.793,1.214,12.908,0.701,11.252,11.649,12.579,14.04,14.43,14.098,4.787,9.82,2.363,7.512,5.02,2.496,0,3.834,7.284,10.78,3.862,5.515,12.898,4.74,12.292,13.117,6.791,12.697,8.594,11.474,13.648,14.23,12.356,9.118,5.46,9.296,12.146,15.51,10.963,11.246,9.613,11.043,14.369,10.299,11.901,14.439,11.536,9.171,6.351,8.34,7.098,13.489,13.577,5.579,5.642,3.354,8.752,11.249,9.333,6.99,10.879,8.584,11.485,5.234,9.248,9.745,6.442,13.554,10.614,12.847,14.094,8.931,9.36,9.433,11.075,12.309,3.972,11.199,12.566,2.474,6.515,12.309,3.932,12.733,6.193,7.822,0,4.697,9.464,12.636,12.303,12.255,9.424,14.889,11.798,14.139,7.394,13.958,9.772,10.944
SPESP1,2.185,1.512,0.903,2.59,1.831,2.77,0.539,1.618,2.157,8.186,0.96,1.539,1.266,6.657,0.502,2.647,0,1.14,7.354,7.558,6.722,1.918,7.383,7.914,7.996,1.858,8.125,0.728,7.908,1.014,0,6.413,7.166,1.465,2.195,2.729,3.363,0.795,7.531,2.346,0.398,0.773,0,1.567,7.461,6.644,2.604,0.947,1.636,7.779,2.5,6.782,1.891,0.525,1.254,3.171,3.397,7.558,2.901,2.805,2.515,2.245,8.114,3.397,8.089,7.391,0.394,7.5,2.382,5.939,1.362,3.872,0.298,2.05,7.323,1.895,0.875,2.948,5.835,0.762,1.08,1.384,2.347,1.396,2.849,7.595,8.344,0.73,7.553,6.485,1.302,0.894,0.843,6.514,1.423,7.488,3.461,2.424,8.006,1.892,0.59,6.376,8.247,3.396,1.871,1.173,7.516,7.608,3.005,7.75,6.366,0,1.395,8.151,8.006,0,6.46,1.093,5.255,2.484,7.333,7.707,0.811,3.018,1.238,2.776,1.543,3.706,1.212,0,1.747,3.118
SPON1,9.338,13.029,11.963,13.874,5.373,8.241,12.843,12.311,3.739,9.742,10.051,13.402,11.772,7.569,13.561,11.824,12.135,7.225,10.904,10.47,12.016,10.467,11.453,14.323,3.677,13.382,13.062,10.085,10.202,11.658,9.403,6.137,7.592,10.353,11.02,7.773,10.492,12.774,10.922,11.749,12.146,12.379,4.228,12.266,9.332,11.37,11.062,14.402,9.52,7.53,10.818,5.096,12.273,13.285,12.554,4.915,9.006,9.987,7.779,11.281,10.935,11.303,12.558,12.727,11.151,10.502,14.764,12.257,8.567,13.571,10.168,10.988,12.522,9.476,14.317,12.996,11.168,12.014,8.959,12.738,15.016,9.828,11.417,11.603,12.124,13.563,13.13,11.011,11.098,10.031,14.125,10.21,14.001,8.886,9.927,12.042,11.904,13.647,13.828,14.703,8.598,9.87,11.811,11.194,11.274,11.41,13.032,11.546,4.799,13.385,9.48,13.61,11.397,13.358,5.025,12.624,11.458,13.15,12.634,8.203,12.33,12.112,13.412,12.192,12.416,12.037,12.011,12.811,12.226,9.378,4.591,11.832
SST,12.085,0,6.796,8.26,6.484,4.874,0,2.209,0.579,3.991,1.94,0.466,7.648,1.244,0,0,4.192,8.258,0,6.774,0.574,4.425,0,2.481,4.13,1.133,1.724,5.742,2.595,0,0,3.512,0.435,11.951,1.228,8.866,6.586,0.795,2.247,0.749,3.843,4.333,0,6.665,0,6.724,10.33,3.783,1.636,1.655,3.787,7.837,4.319,2.744,10.583,9.156,8.404,0.387,7.935,8.583,4.77,1.805,1.191,4.634,0,0,2.513,2.047,5.541,4.905,2.864,5.612,0.545,4.149,1.347,7.92,11.119,1.043,4.367,0.662,0.456,3.738,0.663,2.912,3.786,10.384,0,3.155,4.826,7.467,3.697,5.107,0,0,2.125,1.933,4.534,7.545,5.683,1.49,2.472,7.652,0,6.519,1.471,0.504,4.14,1.062,8.773,8.837,0.681,11.575,0.86,6.696,1.448,3.433,1.144,5.36,0,7.284,6.535,1.81,5.096,0.592,2.962,8.342,6.67,0.709,6.562,4.834,6.864,5.351
ST6GAL2,3.265,1.846,4.689,8.368,3.2,5.287,4.991,3.6,2.686,7.236,3.969,5.908,3.005,0.752,6.685,1.861,8.183,6.69,5.962,3.187,6.117,6.374,5.126,8.838,2.515,7.012,8.964,4.584,5.993,6.257,0.431,3.988,6.294,7.222,7.384,6.852,6.235,8.653,7.066,8.026,5.558,6.951,1.472,2.916,3.019,2.898,4.932,0.947,0.611,6.338,5.383,0,8.532,5.869,0,0.652,2.216,1.157,3.05,6.132,4.262,8.983,7.331,7.686,5.771,5.792,8.134,6.241,3.114,7.981,1.362,5.574,7.689,3.894,9.023,9.111,6.7,6.388,3.768,7.121,7.728,7.454,2.503,8.343,8.391,8.02,7.539,3.155,6.573,4.394,7.234,2.403,7.276,7.424,4.616,8.272,3.935,6.412,1.753,9.303,0,3.74,8.612,5.886,6.404,6.699,6.229,2.687,2.273,7.176,4.256,8.408,5.326,7.861,4.606,6.766,9.985,4.982,4.166,2.855,6.775,5.745,7.222,4.663,4.949,7.203,7.607,7.352,2.026,4.123,6.035,6.32
STAC2,0.592,1.987,0.521,2.458,14.858,2.037,0.539,1.352,1.573,0.774,4.172,0.466,0,2.145,0,3.607,1.759,0,1.102,1.01,2.433,2.161,2.03,2.701,0,1.54,0.547,1.57,4.452,0.595,0,0.581,0.435,0,0.922,1.171,5.373,0.795,0,1.896,0.398,0.438,0.67,2.785,1.473,1.952,3.81,6.723,2.973,1.811,3.66,0.962,6.798,3.868,0.481,12.653,0.356,1.508,1.232,0.627,4.538,1.622,2.278,3.599,3.979,2.845,0.394,0.606,1.543,0,1.362,2.444,0.756,4.909,0.33,0.992,0.638,2.948,4.961,1.967,1.99,1.052,1.738,5.328,1.351,2.741,0.501,2.308,0,0.512,3.9,0,0,1.692,1.423,0,1.948,1.168,2.911,0,1.818,2.309,2.703,5.251,0.529,0.504,0,0,1.544,0.876,0.681,1.333,1.945,7.457,4.797,1.787,4.888,0.462,15.064,5.335,1.555,1.81,0,1.334,0.93,0.756,0,2.06,0.525,0.53,2.39,1.924
SYT13,2.185,10.305,9.386,10.718,8.193,9.21,9.393,11.706,10.287,5.323,12.761,9.91,11.23,7.759,8.829,9.126,10.997,9.56,10.94,11.117,10.23,7.228,10.302,10.547,9.231,10.779,11.805,5.108,9.284,10.465,6.156,0.581,4.513,13.269,6.705,1.171,9.081,11.681,10.461,10.151,10.96,11.089,7.687,10.052,0.671,10.169,13.1,1.627,10.715,10.377,12.293,9.715,12.081,8.339,9.961,13.425,8.796,3.83,9.58,9.735,9.501,10.554,8.671,9.755,10.221,10.337,11.649,10.925,9.227,11.212,10.745,10.539,11.273,7.741,11.788,10.947,10.609,10.775,9.773,10.078,11.498,9.819,10.627,9.306,10.642,12.025,11.271,10.085,10.222,9.776,10.487,11.205,11.008,9.674,7.772,10.772,8.165,11.01,12.5,10.924,4.897,4.029,10.738,9.947,9.838,10.004,11.065,9.132,6.048,10.597,9.26,13.031,10.954,10.673,12.607,10.946,11.909,11.509,4.739,5.669,11.51,10.114,10.499,10.068,11.864,9.688,9.079,10.396,7.244,8.756,8.978,9.53
TACSTD2,14.184,9.597,4.562,13.866,12.797,13.002,9.875,12.535,5.092,12.117,13.63,12.523,13.309,9.583,10.895,12.325,11.108,9.575,7.651,3.104,11.105,11.526,10.008,9.025,6.396,14.066,6.16,14.106,6.597,12.951,4.951,5.755,11.868,11.683,11.459,14.544,9.251,11.601,12.075,12.307,13.599,11.831,10.498,12.381,5.237,8.809,11.88,7.415,13.255,5.646,11.853,8.327,14.034,9.384,10.626,8.278,13.018,11.655,5.965,13.544,11.259,12.902,14.472,14.797,13.218,12.275,15.341,12.622,13.754,14.513,12.674,11.895,10.092,11.716,13.809,14.02,13.28,13.835,9.507,5.859,13.371,10.484,11.67,11.157,13.458,13.74,9.13,7.053,10.341,12.73,9.885,7.296,13.169,11.006,11.994,9.593,12.325,13.638,4.627,13.506,11.655,14.054,12.002,11.562,8.962,4.751,12.057,11.719,6.928,13.488,11.693,13.631,10.004,14.148,12.367,13.562,11.294,8.766,12.325,9.235,11.3,11.702,14.412,13.291,3.043,12.501,13.457,13.777,4.144,9.266,4.311,13.017
TBX15,3.265,1.312,0.903,2.312,5.572,6.346,6.83,2.433,0,10.381,1.94,9.752,3.086,2.352,8.624,1.861,9.214,3.769,5.3,4.51,5.36,7.347,6.613,9.04,4.237,9.164,4.38,0.728,8.169,1.604,1.627,2.574,10.1,8.345,9.898,4.517,9.297,7.57,2.356,6.564,5.436,6.367,1.984,6.651,2.52,1.952,1.824,2.861,3.771,4.036,8.607,0.962,1.553,4.343,9.934,5.437,2.95,0.943,3.744,8.057,2.676,3.012,6.642,4.436,2.098,5.469,11.711,4.103,2.272,2.385,1.362,6.373,5.265,2.446,1.347,2.379,10.786,4.837,8.59,8.686,3.01,8.904,7.372,7.87,4.144,2.741,2.852,1.213,8.416,5.488,10.487,3.962,6.799,9.416,6.352,2.1,6.628,3.752,4.137,1.892,1.008,8.525,5.843,6.396,9.308,7.195,9.015,2.265,0,2.118,1.491,8.908,4.361,4.913,2.01,2.561,5.75,8.195,5.255,6.892,8.83,3.289,2.365,8.092,8.785,8.451,9.195,5.544,2.026,9.9,9.078,7.624
TDRD9,0.592,2.868,0,9.197,3.278,2.287,7.162,5.287,1.312,0,0,0.466,2.383,0.752,8.311,2.791,1.993,2.382,2.978,8.752,5.29,8.123,6.479,5.943,5.63,8.241,2.488,8.163,2.758,6.749,2.163,7.499,7.48,1.678,7.852,1.525,8.199,3.184,7.297,2.527,3.11,3.745,3.213,4.32,0.671,1.952,0.398,10.02,1.368,6.513,7.953,8.027,8.667,1.675,8.098,0.652,9.217,2.407,9.915,1.786,7.541,2.582,2.714,7.084,2.272,4.259,0,3.865,1.103,8.496,7.02,3.776,8.749,3.228,3.53,3.766,9.421,3.492,6.301,7.437,8.05,2.67,1.97,6.848,8.336,5.152,8.685,4.127,8.436,2.886,0.315,8.051,2.527,7.584,2.595,2.51,8.165,3.187,9.409,0,2.182,3.685,0.886,4.396,5.097,2.59,2.936,1.667,2.755,3.406,6.428,1.713,0.86,4.984,0.899,8.655,7.415,9.124,1.672,7.238,8.175,1.81,8.057,2.476,7.902,1.023,7.327,7.603,0.525,1.873,7.849,3.23
TEX11,0.592,6.073,6.93,0.612,0,8.613,6.653,6.297,5.914,1.646,0.96,6.761,4.931,5.592,2.937,6.061,3.313,5.671,6.944,1.01,6.922,6.439,2.712,0,9.832,0,0.547,2.099,3.036,0,4.779,4.573,6.459,4.68,4.339,0,3.576,5.98,5.251,6.984,4.35,4.333,7.39,0,5.898,1.284,0,0,0.611,7.26,4.378,5.154,3.19,2.429,5.75,0,6.24,6.585,4.232,4.069,0,0,5.686,2.194,7.216,7.297,0,5.346,6.458,0,5.635,3.992,5.473,7.065,3.208,0,2.371,5.184,1.928,3.325,1.515,0.62,2.773,6.54,3.659,0,0.501,0,4.28,6.03,2.062,1.441,3.283,2.12,4.665,1.744,3.794,3.612,0.672,0,6.416,3.377,6.042,4.495,5.926,6.138,4.601,5.024,0,0,5.939,0.815,0.86,1.722,0,0.494,0,0.462,0,5.992,0.719,2.981,0,2.602,0,2.915,0.712,3.106,0,5.043,5.221,6.295
TFPI2,11.856,10.46,8.372,12.388,10.143,14.86,13.067,13.534,9.241,13.754,5.828,10.176,12.435,10.483,10.131,7.627,12.655,14.318,14.098,10.881,14.138,13.932,10.766,11.621,4.697,12.646,12.198,12.039,13.395,12.467,5.724,13.064,14.374,10.518,13.946,2.428,15.097,11.734,14.63,15.31,15.248,13.15,11.831,11.392,6.11,11.816,3.743,4.919,11.256,6.568,15.35,15.443,14.117,10.419,11.268,4.312,11.827,6.823,13.443,12.999,11.155,12.44,13.423,13.003,13.138,13.599,7.74,13.971,13.516,12.711,14.969,13.088,12.242,12.692,11.772,12.199,12.944,14.473,13.236,10.278,11.183,10.904,8.856,12.208,13.089,9.854,9.752,6.994,13.902,13.317,7.674,13.164,12.035,13.524,13.042,10.475,11.471,11.915,13.242,12.68,10.787,12.569,14.914,11.695,11.993,8.511,11.489,11.577,7.82,11.03,12.534,11.159,11.56,12.463,5.171,13.981,14.489,8.34,6.022,12.84,11.777,12.259,12.323,15.155,10.334,11.638,12.39,13.9,9.808,12.813,14.124,14.012
THPO,2.824,0,7.434,1.511,3.49,1.114,0.294,5.991,6.56,0.774,1.274,7.922,0,0,1.806,1.572,2.371,7.632,3.572,1.333,4.395,7.051,4.611,2.223,7.505,2.118,4.314,3.254,5.093,2.724,0.762,1.576,5.622,0,1.48,1.525,1.4,5.885,2.458,6.579,0.398,6.874,5.117,0.987,1.752,1.284,0,5.162,1.636,2.5,1.114,0.56,2.497,7.728,7.12,0.652,1.927,7.03,1.777,2.182,3.184,4.206,3.32,4.981,2.098,1.162,0.703,7.684,2.484,0.93,3.382,2.938,6.777,1.502,3.037,2.892,0,4.924,0,7.616,1.08,2.895,2.347,4.168,4.236,1.672,2.243,1.573,7.533,0.889,0.574,3.794,0,1.692,0,7.434,3.935,4.551,1.128,0.538,3.101,2.571,1.642,7.193,6.739,6.513,1.805,0.626,0,5.346,4.344,1.333,7.636,0.821,0.899,1.397,6.876,6.537,5.518,5.148,4.879,2.731,2.007,2.602,0,5.548,0,5.442,7.356,1.221,1.937,3.333
TM4SF5,0.592,2.116,3.402,3.357,0.596,0.473,6.417,6.863,6.483,4.334,0.559,7.792,5.017,5.441,4.106,4.178,3.027,5.166,8.039,7.085,8.276,6.287,6.684,6.006,6.615,3.149,7.954,7.95,1.287,6.359,3.278,7.004,2.876,0,4.822,0,2.425,4.995,3.266,5.478,5.467,4.523,5.807,2.641,7.023,5.484,0,3.783,1.039,8.299,0,5.075,0,3.91,8.11,0.652,6.039,3.891,6.351,6.126,3.921,5.966,5.273,3.897,7.482,3.868,0.394,5.894,7.958,2.815,4.871,1.182,7.39,2.514,5.721,2.985,5.803,1.469,4.961,7.427,1.515,4.524,7.309,7.388,6.392,0.523,0.871,0.73,6.253,4.207,2.878,2.403,5.801,6.711,4.966,6.938,4.779,6.454,2.792,3.042,6.224,0.58,6.358,6.112,8.237,10.417,3.752,6.579,1.188,3.159,8.823,5.073,6.718,1.722,0,2.833,0,5.235,0,4.008,5.854,7.188,4.366,5.324,2.686,5.379,2.884,3.706,6.542,6.624,4.984,6.969
TMEM130,4.691,10.862,4.269,11.177,10.506,5.962,9.933,10.712,8.202,10.465,4.094,9.144,6.499,5.801,8.738,8.856,5.863,4.715,7.843,4.542,10.968,10.47,2.569,10.307,3.383,11.006,10.057,11.524,8.991,11.238,2.047,7.698,8.024,12.826,7.648,3.884,8.337,9.073,6.84,9.14,7.257,4.5,11.994,7.896,5.428,5.757,7.147,2.716,9.309,7.062,7.218,4.016,11.621,7.036,6.542,6.235,10.656,6.317,7.908,9.51,7.37,5.621,10.896,11.77,7.042,10.053,9.639,8.783,8.417,12.822,5.885,12.263,4.541,8.168,11.463,10.932,11.399,10.783,9.847,4.206,9.389,7.09,6.459,12.996,10.616,11.092,11.04,7.912,8.249,9.977,10.489,6.03,11.545,7.681,7.663,0.956,10.443,11.077,6.909,12.181,4.224,11.528,9.77,10.063,4.738,3.02,9.793,8.208,3.218,10.836,8.909,10.49,4.863,11.613,5.319,10.568,11.147,8.091,9.393,12.091,7.907,6.522,11.121,10.003,8.715,11.241,11.865,8.123,3.081,9.585,9.206,8.843
